,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
260,10260,"Университетска многопрофилна болница за активно лечение и спешна медицина ""Н. И. Пирогов""",,София,София-град,1606,,+359 2 9154 411,,,Yes,,42.6913578,23.3090829
261,10261,Хайфу център,,Плевен,Плевен,5800,,,,,,,43.4419042,24.590195
262,10262,Хигия,,Пазарджик,Пазарджик,4400,,,,,No,,42.189865,24.3328015
263,10263,Хоспис Филаретова ЕООД,,Варна,Варна,,,,,,,,43.1687478,27.9213612
264,10264,Царица Йоанна,ул. Булаир nan,Сливен,Сливен,8800,,,,,No,,42.683735,26.3067703
265,10265,Център за кожно-венерически заболявания - Бургас,Оборище 89,Бургас,Бургас,8000,,,,,,,42.5003425,27.4746454
266,10266,"Частна МБАЛ ""НИА МЕД""",,Стара Загора,Стара Загора,6003,,,,,,,42.4250319,25.6174232
267,10267,"Частна болница ""Ритъм""",,Стара Загора,Стара Загора,6000,,,,,,,42.4237954,25.6279229
268,10268,Частна хирургична болница Света Богородица,,София,София-град,1527,,,,,,,42.6989049,23.3437349
269,10269,Шеста обединена районна болница,,София,София-град,1632,,,,,,,42.6829208,23.2538745
270,10270,здравна служба,Васил Левски 1,Бяла Слатина,Враца,3243,,,,,,,43.3425253,23.8470798
271,10271,лекарски кабинет,,Елин Пелин,София,2115,,,,,,,42.6323043,23.6851123
272,10272,￼Комплексен онкологичен център - Шумен,Васил Априлов 611,Шумен,Шумен,9701,,,,,,,43.2768324,26.9181582
273,10273,Medical Center,,Созопол,Бургас,8130,,,,,,,42.3710904,27.7078961
274,10274,Д-р Кадева,Стефан Караджа 1.0,Банско,Благоевград,2770,,,,,,,41.8407849,23.4818133
275,10275,Д-р Русков,Цар Симеон 8.0,Банско,Благоевград,2770,,,,,,,41.8424738,23.4831915
276,10276,"ДКЦ ""Сано""",,Стара Загора,Стара Загора,6000,,,,,,,42.4311039,25.6330486
277,10277,Здравна Служба,ул Борис Ганев nan,Никопол,Плевен,5954,,,,,,,43.6026639,24.9966499
278,10278,Здравна служба,,Перник,Перник,2300,,,,,,,42.5966307,23.1112708
279,10279,Здравна служба,,Иваново,Русе,7078,,,,,,,43.7129223,26.0402902
280,10280,Здравна служба,,Стралджа,Ямбол,8661,,,,,,,42.3867859,26.8181364
281,10281,Здравна служба,,Добричка,Добрич,9424,,,,,,,43.733445,27.6460609
282,10282,Здравна служба,,Николаево,Стара Загора,6173,,,,,,,42.5882801,25.8147453
283,10283,Здравна служба,,Раднево,Стара Загора,6268,,,,,,,42.3557489,25.8373469
284,10284,Здравна служба,,Павел баня,Стара Загора,6149,,,,,,,42.6553347,25.1978523
285,10285,Здравна служба,,Павел баня,Стара Загора,6161,,,,,,,42.6344162,25.2324496
286,10286,Здравна служба,,Казанлък,Стара Загора,6150,,,,,,,42.7098543,25.3361453
287,10287,Здравна служба,,Казанлък,Стара Загора,6142,,,,,,,42.6677717,25.4097293
288,10288,Здравна служба,,Казанлък,Стара Загора,6164,,,,,,,42.541252,25.4484959
289,10289,Здравна служба,,Мъглиж,Стара Загора,6170,,,,,,,42.5729499,25.5436462
290,10290,Здравна служба,,Стара Загора,Стара Загора,6090,,,,,,,42.3101636,25.6728534
291,10291,Здравна служба,,Братя Даскалови,Стара Загора,6226,,,,,,,42.4205541,25.2386977
292,10292,Здравна служба,,Павел баня,Стара Загора,6157,,,,,,,42.5726651,25.1827112
293,10293,Здравна служба,,Братя Даскалови,Стара Загора,6232,,,,,,,42.40743,25.3451851
294,10294,Здравна служба,,Марица,Пловдив,4140,,,,,,,42.1822315,24.8642757
295,10295,Здравна служба,,Елхово,Ямбол,8730,,,,,,,42.258688,26.6274623
296,10296,Здравна служба,,Казанлък,Стара Загора,6163,,,,,,,42.5604865,25.4151622
297,10297,МБАЛ Д-р Тота Венкова,,Габрово,Габрово,5300,,,,,Yes,,42.8704334,25.3059614
298,10298,Медицински център,,Мъглиж,Стара Загора,6180,,,,,,,42.6089136,25.5446831
299,10299,Медицински център,,Павел баня,Стара Загора,6155,,,,,,,42.5967489,25.2050212
300,10300,ПСС база Офелиите,,София,София-град,1000,,,,,,,42.5978597,23.235292
301,10301,Частна многопрофилна болница,Ул. Д-р Христо Баев 13.0,Казанлък,Стара Загора,6100,,,,,,,42.6207001,25.3921341
302,10302,д-р Галина Горанова,,Добрич,Добрич,9300,,,,,,,43.5734395,27.829206
303,10303,здравна служба,,Бяла,Русе,7120,,,,,,,43.4079053,25.8808742
